Sequence	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
k141_93621	0	0	0	0	0	23	0	0	0	0
k141_44071	0	0	0	2	1	7	0	380	1	2
k141_55582	0	0	0	1	2	0	9	0	0	0
k141_18562	0	0	0	0	2	1	17	0	0	0
k141_93622	0	2	2	3	25	14	0	6	2	3
k141_80962	3	0	3	2	0	2	0	0	3	24
k141_55584	0	0	0	0	18	0	78	0	0	0
k141_6708	6	3	8	6	1	14	0	1	18	7
k141_44075	0	7	1	2	58	41	1	32	0	2
k141_18566	0	0	0	0	1	0	0	0	35	0
k141_93628	0	0	0	0	0	3	0	0	15	0
k141_44077	262	11	229	111	12	16	9	9	142	123
k141_18570	3	0	2	1	2	1	0	0	9	30
k141_93634	0	0	0	0	0	19	0	0	0	0
k141_31440	10	1	1664	1093	5	9	0	95	2544	688
k141_80968	1	0	0	0	0	3	0	46	0	0
k141_18571	1	1	0	0	0	14	1	0	11	10
k141_18573	2	0	0	4	0	2	0	0	3	1
k141_44087	0	0	0	0	0	0	0	0	14	0
k141_6714	0	24	0	2	20	2	38	0	0	0
k141_55585	0	40	13	1	20	5	37	168	0	0
k141_18579	0	0	6	32	1	0	0	0	0	1
k141_6715	0	0	0	1	0	13	0	0	1	0
k141_69841	321	6	290	250	60	60	7	4	1	423
k141_80969	1	0	0	0	1	2	0	131	1	0
k141_6719	7	1	5	36	1	21	0	0	8	4
k141_80971	0	1	0	55	0	1	6	0	0	1
k141_55600	0	1	0	0	1	4	0	0	11	21
k141_6730	0	0	1	0	0	3	0	0	17	0
k141_80975	0	0	0	0	25	0	78	0	0	2
k141_80977	0	1	0	0	9	0	36	0	0	0
k141_55615	0	0	0	0	0	1	0	0	6	45
k141_80987	3	0	0	1	1	10	0	0	0	0
k141_6732	147	0	148	85	14	60	0	0	41	61
k141_80991	0	0	0	0	15	1	36	0	0	1
k141_93639	848	11	813	943	32	17	2	8	257	204
k141_93641	0	0	0	0	0	0	0	0	13	0
k141_6737	0	0	0	0	0	11	0	0	0	0
k141_80993	1	1	9	28	0	3	0	0	0	0
k141_69847	2	1	0	139	17	8	2	345	4	189
k141_6738	0	1	0	0	0	22	0	0	0	0
k141_80996	0	0	0	0	3	0	10	0	0	0
k141_69850	11	0	0	0	0	15	0	0	0	0
k141_55639	0	0	0	0	17	1	41	0	0	0
k141_81000	0	0	0	0	0	0	0	0	16	0
k141_6742	0	0	0	0	0	0	0	0	1	31
k141_18582	788	1	921	831	26	22	0	2	267	198
k141_93648	3	2	1	9	0	5	0	2	2	9
k141_31446	841	3016	592	394	2343	857	3404	1	2	143
k141_55640	0	0	1	1	0	0	0	50	0	2
k141_69854	2	0	0	0	14	0	32	0	1	0
k141_31447	0	0	0	0	3	2	14	0	0	0
k141_6753	35	0	11	13	0	4	0	1	0	1
k141_44096	0	7	0	276	42	11	0	622	3	262
k141_6755	0	0	0	0	0	0	0	0	14	0
k141_31452	0	1	0	0	0	34	0	0	0	0
k141_18583	4	0	35	149	0	8	0	1	13	10
k141_6757	0	0	0	0	0	0	0	0	4	21
k141_44103	2	0	1	0	0	1	1	0	4	15
k141_31455	0	4	12	1	27	15	0	0	0	1
k141_55643	0	37	1	0	64	18	173	3	3	1
k141_44105	0	0	1	0	0	1	0	0	0	11
k141_93663	6	18	10	8	30	5	22	0	0	9
k141_69869	0	0	0	0	0	0	0	95	0	0
k141_31456	0	0	0	0	0	0	15	0	0	0
k141_6766	0	0	0	0	0	14	0	0	0	1
k141_55650	0	5	0	2	15	1	19	0	0	2
k141_6768	2	0	0	0	0	0	0	1	0	13
k141_69874	167	2	106	28	12	24	0	27	6	56
k141_31460	0	1	11	35	0	3	1	0	3	3
k141_44106	231	45	489	412	183	200	9	214	558	243
k141_44107	0	0	0	0	0	0	0	0	22	1
k141_55655	17	0	1	1	0	1	0	0	0	14
k141_6770	41	0	13	30	1	12	0	0	0	8
k141_81002	2	88	32	3	37	8	97	297	2	1
k141_31461	94	354	62	39	276	99	332	1	2	25
k141_69881	27	62	53	30	126	36	205	27	26	45
k141_55657	0	0	0	0	0	0	0	0	14	1
k141_44112	0	0	0	0	0	2	0	0	0	12
k141_31463	0	5	0	0	0	2	3	7	2	0
k141_6773	0	0	0	0	0	11	0	0	2	1
k141_55660	0	0	0	0	3	1	20	0	0	0
k141_93669	1	1	0	2	5	4	0	172	3	0
k141_81008	0	0	1	0	0	0	0	0	1	14
k141_6776	2	0	1	0	0	0	0	0	3	10
k141_69883	11	22	1	10	21	6	18	0	0	7
k141_55662	13	0	0	0	0	42	0	0	0	3
k141_55663	18	0	4	6	0	2	0	0	0	0
k141_6782	0	0	0	0	5	0	16	0	1	0
k141_93672	140	19	298	156	54	40	2	5	323	114
k141_44119	1	0	0	0	3	3	0	2	65	1
k141_81017	33	0	8	14	0	6	0	0	0	7
k141_6787	10	1	3	10	6	4	0	0	7	8
k141_44121	3	0	0	7	4	2	0	1	0	7
k141_93676	3	0	2	11	2	0	2	0	0	4
k141_81019	0	0	1	17	2	0	0	0	0	0
k141_93677	135	153	174	128	90	60	119	44	2	72
k141_69896	4	2	1	8	3	8	0	0	32	5
k141_44125	18	1	75	71	2	4	0	2	126	55
k141_6790	0	0	0	0	0	1	0	0	46	0
k141_81020	5	3	0	0	1	29	3	8	0	2
k141_6791	13	0	3	4	0	1	0	0	0	1
k141_81024	5	3	3	19	3	12	0	1	3	10
k141_69901	2	0	2	11	0	5	0	0	6	10
k141_6792	0	0	0	0	0	0	0	0	13	0
k141_6793	2	1	2	1	5	9	0	0	15	10
k141_93688	6	1	8	4	7	11	0	2	18	13
k141_81027	0	0	0	0	0	0	0	0	25	0
k141_6800	0	0	0	0	0	1	0	61	1	0
k141_55674	0	0	761	524	1	6	0	39	1132	320
k141_55675	2	5	0	0	11	0	0	0	0	1
k141_31470	263	0	100	109	5	31	0	1	1	24
k141_93701	0	0	0	0	0	2	0	0	29	0
k141_55677	1	0	3	9	0	0	0	1	1	5
k141_93702	7	0	0	2	3	1	0	1	9	6
k141_69917	1	0	25	100	0	0	0	0	36	7
k141_44139	1	35	2	1	112	95	2	67	0	1
k141_81031	1	0	0	2	0	5	0	0	168	1
k141_93704	1	0	0	0	1	0	0	1	2	15
k141_18584	1128	1	1184	1167	43	25	1	2	329	315
k141_55684	28	0	5	6	0	4	0	0	0	2
k141_6813	1	0	0	0	18	0	57	0	0	0
k141_31485	0	4	0	3	3	28	1	15	16	4
k141_55688	0	0	8	2	2	0	0	0	0	2
k141_31490	0	0	0	0	0	2	0	0	4	16
k141_55691	0	0	0	1	0	0	0	0	3	35
k141_44156	0	0	6	15	0	0	0	1	0	0
k141_81048	8	0	1	2	0	1	0	0	4	2
k141_55697	3	7	0	0	0	32	0	10	0	1
k141_81053	8	1	1	1	0	6	0	0	13	6
k141_44160	0	0	0	0	11	0	51	0	2	0
k141_18588	2	0	2	0	53	0	163	0	1	1
k141_44161	0	0	0	1	0	0	0	0	2	20
k141_6829	4	1	1	40	2	3	0	73	0	45
k141_44163	0	2	4	1	2	5	0	0	9	38
k141_18595	1	0	0	0	4	0	15	0	0	0
k141_6830	26	0	9	11	8	3	0	0	0	2
k141_18599	0	0	0	0	0	1	0	0	1	15
k141_44165	17	0	20	13	4	8	1	0	8	13
k141_31495	320	241	217	148	45	50	184	166	0	441
k141_93710	11	14	0	1	8	54	6	434	1	4
k141_18603	0	0	0	0	0	0	0	0	19	0
k141_6836	0	0	0	0	1	1	0	0	2	11
k141_18607	1	0	4	29	0	3	0	0	0	1
k141_93713	33	0	7	18	0	0	0	0	0	2
k141_44178	4	0	1	6	2	3	0	0	0	6
k141_18610	0	0	0	0	3	0	14	0	0	0
k141_6837	150	119	151	81	68	36	108	97	19	251
k141_55703	4	1	88	346	1	5	0	0	4	9
k141_93718	2	0	1	0	16	0	70	0	3	2
k141_55706	0	1	0	2	0	18	0	0	0	0
k141_6848	0	1	1	1	8	1	0	0	0	1
k141_44181	0	19	0	0	70	55	5	29	0	1
k141_44182	0	0	0	1	0	2	0	0	19	0
k141_55708	2	5	3	0	18	8	0	0	3	2
k141_6851	2	0	1	3	0	0	0	0	7	20
k141_93722	0	0	0	0	0	1	0	0	24	1
k141_18621	0	17	0	0	60	36	2	43	0	1
k141_55709	0	0	0	1	1	2	0	0	22	1
k141_18622	0	0	0	1	2	2	0	0	3	1
k141_93725	2	0	0	2	0	8	1	0	6	2
k141_44189	0	0	6	4	0	1	0	0	6	1
k141_6860	2	0	0	1	1	0	0	2	3	26
k141_55716	10	0	1	1	1	0	0	0	0	6
k141_55717	1	0	0	14	1	2	0	0	3	9
k141_18625	0	0	0	0	10	0	24	0	0	0
k141_93737	2	0	1	5	4	7	0	0	4	0
k141_6862	55	0	34	33	1	15	0	0	13	18
k141_93744	11	9	2	3	4	3	13	0	0	4
k141_18630	1	0	0	0	19	0	40	0	0	0
k141_44199	1	25	0	1	41	3	99	1	1	1
k141_6866	1	1	0	1	17	2	67	0	1	2
k141_44205	0	0	0	6	1	0	0	0	2	4
k141_18633	6	0	20	77	0	9	2	0	12	14
k141_55721	127	0	35	63	0	20	0	0	0	8
k141_55724	11	0	5	3	0	2	0	0	1	5
k141_69921	494	4	568	336	41	258	0	3	130	230
k141_18636	0	0	0	0	5	0	13	0	0	0
k141_44209	0	0	0	1	0	22	0	0	0	5
k141_93751	0	0	27	88	0	2	0	0	0	0
k141_18637	13	0	0	4	0	3	0	0	1	0
k141_44212	4	1	1	12	9	14	0	3	22	5
k141_93754	0	1	2	0	17	18	0	12	1	0
k141_18639	0	0	0	0	0	1	0	0	22	0
k141_6876	0	0	0	0	0	1	0	0	85	1
k141_69930	0	0	5	36	0	1	0	0	0	2
k141_93757	7	0	7	7	0	3	0	0	0	2
k141_69931	0	0	3	5	0	2	0	0	7	0
k141_6880	0	0	2	0	0	0	0	0	3	13
k141_55738	0	0	0	0	0	1	0	0	0	9
k141_55739	1	0	0	0	0	0	0	0	0	17
k141_44219	0	0	0	0	0	0	0	40	0	1
k141_18644	45	198	30	20	129	43	196	3	0	7
k141_55740	1	3	1	2	5	3	0	0	0	1
k141_6884	0	0	0	0	0	32	0	0	0	5
k141_93770	0	0	0	0	4	0	11	0	0	0
k141_55743	2	3	1	0	6	4	6	0	0	2
k141_69936	10	9	6	6	19	13	23	0	0	5
k141_6886	1	0	0	0	0	0	0	0	7	5
k141_55746	3	13	1	1	9	2	12	0	0	5
k141_69940	0	0	0	0	0	2	0	1	17	0
k141_44233	36	11	55	78	8	8	3	91	51	59
k141_93771	9	15	8	7	22	9	18	0	3	7
k141_6892	10	10	1	3	12	3	6	1	1	6
k141_55749	0	0	0	0	7	0	25	0	0	0
k141_18649	0	15	1	1	68	54	1	36	2	2
k141_44241	6	0	1	1	0	0	0	0	3	1
k141_55751	0	0	10	48	0	0	0	0	0	0
k141_18654	0	0	8	7	0	0	0	0	5	0
k141_69941	60	0	24	31	0	14	0	0	0	6
k141_69942	0	0	0	0	0	19	0	0	0	1
k141_55755	1	0	1	20	0	3	0	0	0	0
k141_55756	0	0	2	0	0	0	0	0	4	21
k141_6902	0	0	2	0	0	0	0	0	4	35
k141_55758	0	4	0	1	0	10	0	5	0	0
k141_93776	3	1	6	3	3	12	0	2	14	122
k141_18665	1	0	2	8	3	3	0	1	0	4
k141_93782	11	0	0	2	1	0	0	0	0	1
k141_55764	29	0	0	10	0	19	0	0	10	11
k141_69944	0	0	29	148	1	2	0	1	3	1
k141_18668	0	0	1	1	2	6	0	0	51	4
k141_44242	3	1	1	75	15	5	0	196	3	84
k141_93784	0	0	0	0	7	1	29	0	0	0
k141_6916	115	173	177	107	112	66	164	93	21	86
k141_18670	0	0	0	1	0	0	0	0	24	0
k141_44243	5	9	1	6	7	1	10	0	0	5
k141_93786	0	15	0	1	24	7	63	2	0	1
k141_55777	0	0	0	0	0	15	0	0	0	0
k141_55780	3	0	5	21	0	1	1	0	1	2
k141_69953	13	21	5	9	22	9	27	0	0	8
k141_44249	5	14	4	10	19	8	15	0	1	8
k141_18685	0	0	0	0	0	0	0	1	19	0
k141_69954	0	0	0	0	0	0	0	0	2	18
k141_93799	0	0	0	0	0	0	0	0	1	11
k141_93802	5	1	4	3	0	4	0	0	0	10
k141_6940	0	7	0	0	33	18	0	0	0	1
k141_18691	43	1	41	26	5	31	0	0	17	27
k141_81055	369	888	212	158	331	47	465	2269	1199	60
k141_69964	0	0	0	0	4	0	22	0	0	0
k141_93805	0	0	0	0	0	1	0	63	0	0
k141_55781	104	3	102	88	14	55	0	0	29	60
k141_81059	1	0	0	1	1	1	0	0	0	19
k141_69972	1	0	0	0	0	0	0	0	28	0
k141_18705	6	0	0	1	4	5	0	0	7	5
k141_55787	0	0	1	0	0	0	0	0	19	0
k141_18706	0	0	4	19	0	1	0	0	0	0
k141_69977	0	0	0	0	0	1	0	0	2	18
k141_44251	2	0	53	278	2	1	0	0	3	5
k141_55789	0	0	16	41	0	3	0	0	0	1
k141_93816	0	1	0	1	0	2	0	63	0	2
k141_93817	0	0	0	0	0	0	0	0	22	0
k141_44254	2	0	0	5	1	1	0	0	1	6
k141_55792	8	0	3	1	0	0	0	0	0	0
k141_18714	3	0	0	6	3	2	0	0	3	6
k141_55796	0	2	0	0	0	1	0	48	0	0
k141_93818	1	26	0	2	20	5	68	1	0	3
k141_44258	11	11	6	3	17	9	11	0	0	8
k141_18721	0	0	0	0	0	2	0	0	272	4
k141_55799	0	0	0	0	0	1	0	0	31	0
k141_18723	5	5	1	1	3	3	4	0	0	5
k141_18725	0	0	0	0	0	0	0	0	3	17
k141_81063	467	365	369	281	200	85	282	278	94	627
k141_44263	0	0	0	1	0	0	0	0	33	1
k141_93825	0	0	0	0	0	2	1	0	49	1
k141_69989	1	13	1	0	63	42	2	37	1	2
k141_18727	0	0	0	0	0	0	0	0	5	15
k141_55802	0	0	0	0	0	0	0	88	1	1
k141_69992	0	0	0	0	0	21	0	0	0	2
k141_44264	0	1	0	0	12	1	50	0	0	1
k141_81065	57	0	23	26	0	10	0	0	0	11
k141_93827	0	2	0	0	0	0	0	124	1	0
k141_70001	0	0	0	0	2	0	0	0	15	0
k141_93828	2	0	0	0	0	2	0	47	0	0
k141_81068	0	0	0	1	0	4	0	1	13	47
k141_70002	0	17	0	0	7	0	16	0	1	0
k141_55806	0	0	0	0	2	0	1	140	1	3
k141_18747	1	0	0	1	2	4	0	2	27	1
k141_44282	0	1	0	0	0	1	0	28	1	0
k141_70008	10	2	8	17	17	24	0	2	36	20
k141_55815	5	0	5	5	0	0	0	0	4	0
k141_18751	0	0	0	0	3	1	12	0	0	0
k141_93829	108	13	28	33	4	57	9	20	1	19
k141_18752	1	6	1	1	7	2	2	14	0	0
k141_18753	8	0	1	0	0	0	0	0	3	1
k141_44290	28	2	10	3	0	4	0	0	1	3
k141_81080	0	0	0	0	16	0	72	0	0	0
k141_44291	0	4	0	1	11	6	0	3	0	0
k141_18754	0	0	0	0	0	3	0	0	29	1
k141_93834	1	0	0	0	0	3	0	0	5	41
k141_18756	0	0	0	1	0	4	0	0	30	0
k141_93840	0	1	0	0	1	1	0	2	5	33
k141_44301	3	0	0	0	0	1	0	0	11	5
k141_44306	16	0	26	16	0	9	0	0	5	8
k141_93848	1	0	1	2	0	8	1	0	28	7
k141_70016	4	59	0	0	112	18	234	7	1	1
k141_81104	0	0	12	76	0	6	0	0	0	3
k141_93850	1	0	1	1	0	0	0	0	27	0
k141_70022	0	0	0	0	7	0	17	0	0	0
k141_44314	23	0	6	8	2	2	0	0	0	5
k141_55829	150	35	26	103	188	180	14	5	5	73
k141_18764	112	1	47	55	0	19	0	0	2	19
k141_31502	1492	3	1579	964	98	761	1	7	458	737
k141_18765	0	0	0	0	0	0	0	0	10	42
k141_44320	4	0	1	0	0	3	0	0	51	3
k141_70023	1	1	35	129	0	1	1	1	4	7
k141_31507	6	0	0	0	0	0	0	0	26	8
k141_81128	1	0	0	0	0	3	0	2	1	12
k141_6943	243	564	126	112	248	31	358	1520	817	31
k141_44322	3	3	2	6	6	7	4	0	0	2
k141_31508	2	2	0	5	0	5	1	0	3	8
k141_70028	1	3	0	9	7	10	0	0	1	14
k141_44324	2	0	0	0	0	0	0	0	3	28
k141_70030	0	1	0	2	0	5	0	0	29	1
k141_6947	0	0	0	52	0	1	8	0	0	0
k141_31517	1	0	1	0	0	0	0	0	4	15
k141_70032	10	0	5	20	1	1	0	1	6	17
k141_93860	2	0	0	2	0	3	0	339	1	1
k141_6951	3	16	3	7	29	6	20	0	0	6
k141_93861	0	0	0	0	7	0	16	0	0	0
k141_18794	0	0	0	0	0	10	0	0	0	2
k141_6952	0	0	0	29	0	0	5	0	4	0
k141_31528	2	26	3	3	28	22	20	33	0	1
k141_18796	6	0	5	12	0	1	2	0	1	11
k141_18797	0	0	0	1	0	14	0	0	0	0
k141_70035	0	0	0	0	16	2	68	0	2	0
k141_31533	6	0	5	4	3	3	1	1	14	9
k141_6961	1	12	1	11	22	6	10	10	10	1
k141_93870	0	0	0	1	22	0	41	0	0	0
k141_93872	2	0	0	2	3	204	0	5	1	1
k141_70047	0	0	0	0	2	0	0	0	43	0
k141_6965	0	0	12	78	0	1	0	0	0	2
k141_93873	0	0	16	61	0	0	0	1	1	1
k141_70051	0	4	3	3	8	1	0	0	0	0
k141_70052	0	3	0	0	5	4	3	5	0	0
k141_18805	19	41	20	15	33	16	38	0	0	15
k141_31544	63	0	20	33	0	7	5	3	0	4
k141_93877	3	0	0	0	22	1	46	1	0	1
k141_18809	0	0	1	0	9	1	26	0	0	1
k141_31547	0	0	0	0	1	1	0	0	24	0
k141_18811	0	0	0	0	0	1	0	0	0	10
k141_31548	11	0	7	1	0	1	0	0	2	1
k141_70060	48	0	18	29	9	7	0	1	0	6
k141_55838	88	219	52	59	107	14	116	566	353	13
k141_18816	2	3	0	0	2	27	2	13	0	1
k141_93891	0	1	3	4	0	0	0	0	6	22
k141_7004	2	0	1	3	0	3	0	0	4	14
k141_93894	4	5	2	1	9	1	7	0	1	0
k141_31563	0	1	1	0	0	15	0	0	1	1
k141_70069	0	0	0	0	0	0	0	0	34	0
k141_31567	11	0	0	0	0	5	0	0	3	0
k141_7008	0	0	0	0	0	1	0	0	11	35
k141_70070	0	0	0	0	0	3	0	0	31	0
k141_93900	0	0	0	0	1	0	0	0	1	18
k141_18833	10	0	2	16	2	7	0	2	4	7
k141_7014	0	0	6	9	3	0	0	0	9	0
k141_18835	5	14	3	0	5	0	11	32	14	2
k141_55861	1	0	0	0	0	1	1	0	10	59
k141_44326	52	339	42	55	290	259	269	272	4	42
k141_18836	1	5	4	6	5	4	9	0	0	3
k141_70096	0	0	2	0	1	0	0	0	2	33
k141_31587	1	0	0	0	0	2	0	0	56	1
k141_44331	1	0	0	0	17	1	56	0	0	0
k141_7035	3	5	0	0	0	32	1	11	0	1
k141_31593	1	0	0	0	0	1	0	0	2	19
k141_44335	0	0	6	10	0	0	0	0	5	0
k141_7036	5	0	0	12	1	5	0	0	18	11
k141_44337	0	0	0	0	0	0	0	0	20	0
k141_55868	9	0	29	153	1	14	1	0	11	6
k141_7042	6	1	2	2	1	8	0	1	7	6
k141_31595	0	6	0	0	43	39	0	17	0	0
k141_70109	0	0	1	1	0	1	0	0	2	46
k141_44348	0	0	1	0	0	0	0	0	30	0
k141_70117	0	0	0	0	10	0	22	0	0	0
k141_31609	0	0	2	1	0	0	0	0	3	15
k141_70118	0	0	1	1	2	1	0	0	7	52
k141_70119	0	0	0	0	6	0	15	3	0	0
k141_31610	12	1	6	20	2	4	0	0	0	13
k141_44358	0	0	0	0	0	0	0	48	0	0
k141_55893	0	7	2	0	5	1	12	37	0	0
k141_7049	16	65	25	45	134	16	89	98	60	27
k141_31630	0	0	0	0	0	0	0	0	17	1
k141_70135	54	0	13	17	0	3	0	0	0	2
k141_55907	12	22	2	14	18	4	16	0	0	5
k141_31631	0	0	0	0	0	2	0	0	36	0
k141_31635	0	0	0	0	0	1	0	0	16	0
k141_31638	53	4	14	9	8	10	17	1	0	13
k141_55922	0	0	1	0	0	0	0	0	0	24
k141_31640	0	0	0	1	0	4	0	1	0	16
k141_31653	0	0	0	13	0	0	0	0	2	3
k141_55931	1	0	2	1	0	1	0	0	15	90
k141_31660	1	0	0	0	0	11	0	0	3	1
k141_7053	40	232	27	29	213	157	166	160	5	27
k141_31664	1	0	1	0	0	0	0	0	7	18
k141_55933	0	0	0	0	8	1	49	0	0	0
k141_31665	0	0	0	0	0	1	0	0	15	1
k141_7056	11	24	0	1	15	126	12	61	0	7
k141_18838	420	50	727	942	2325	208	126	20	344	276
k141_55938	3	7	5	2	10	8	6	0	0	6
k141_18842	3	0	2	7	2	5	0	0	1	6
k141_7058	1	0	0	0	0	3	0	0	93	1
k141_18845	0	0	1	1	0	0	0	0	2	11
k141_55942	8	0	2	0	0	19	0	1	0	0
k141_31675	8	34	0	0	4	0	1	0	1	1
k141_7059	0	2	0	0	0	7	0	0	53	2
k141_18846	7	1	1	15	2	0	1	1	6	7
k141_31678	10	0	0	2	2	2	0	1	7	5
k141_44372	2	2	2	227	30	13	1	635	6	255
k141_18851	0	0	1	4	1	2	0	0	13	1
k141_7060	0	0	0	0	0	2	0	89	1	0
k141_18852	3	0	1	5	1	2	0	0	0	6
k141_44375	6	6	0	0	4	22	1	7	0	0
k141_31686	2	0	0	0	0	2	0	0	9	31
k141_44376	4	0	1	0	0	2	0	0	9	7
k141_18856	0	0	0	0	6	0	33	0	1	0
k141_18857	9	0	2	13	0	0	0	0	4	10
k141_7072	0	0	1	0	0	1	0	0	1	30
k141_55948	148	0	37	55	1	13	1	1	0	12
k141_31697	14	0	0	0	0	5	0	0	1	0
k141_7073	0	0	0	0	0	0	0	0	19	1
k141_55949	0	0	0	0	0	3	0	0	0	16
k141_7075	8	0	12	5	0	7	0	0	0	2
k141_55951	2	0	35	157	0	0	2	0	2	6
k141_31702	0	0	0	0	8	0	33	0	1	0
k141_7078	0	0	0	0	5	0	22	0	0	0
k141_55953	0	6	2	0	2	3	7	0	1	1
k141_31706	0	0	11	12	0	6	0	0	4	1
k141_18860	14	46	9	6	21	2	20	102	62	6
k141_70136	2	214	92	9	107	17	272	1264	12	6
k141_7080	0	0	1	7	1	43	0	0	44	11
k141_31708	0	0	0	0	0	0	0	0	16	0
k141_55956	1	0	0	0	0	3	0	0	44	1
k141_70146	1	0	0	0	1	0	0	48	0	1
k141_7081	9	1	6	34	4	5	2	2	5	28
k141_70148	0	0	0	0	0	0	0	0	15	0
k141_55960	1	0	0	0	1	2	0	160	2	0
k141_44380	0	64	31	3	42	9	94	344	1	1
k141_7093	0	0	0	11	1	0	0	2	0	0
k141_44387	2	0	3	11	1	0	0	1	1	3
k141_7099	0	0	1	0	0	1	0	0	1	33
k141_55963	6	1	53	215	1	5	0	0	44	20
k141_70164	1	0	18	100	0	1	0	2	2	0
k141_55964	0	0	0	0	0	0	0	0	17	0
k141_70167	0	0	0	0	0	15	0	0	0	0
k141_7101	0	0	0	24	2	1	0	64	1	20
k141_7102	2	17	2	3	44	5	2	0	0	5
k141_31716	1	79	1	2	109	21	260	3	0	2
k141_55971	8	11	5	6	6	5	11	0	0	6
k141_44388	1	25	2	2	123	105	3	85	0	4
k141_70173	0	0	2	0	1	1	0	0	14	51
k141_7107	0	0	0	0	0	15	0	0	0	0
k141_55972	25	0	6	6	5	2	0	0	5	15
k141_44389	0	0	0	0	0	0	0	83	0	0
k141_70181	0	0	0	0	6	0	39	0	0	0
k141_55973	0	28	0	1	44	5	85	3	0	0
k141_7119	0	0	0	0	0	15	0	0	0	0
k141_31717	4	1	45	240	1	9	0	0	7	14
k141_55980	0	0	1	2	0	1	0	0	3	21
k141_55985	6	14	7	2	19	6	12	0	0	3
k141_55987	1	1	2	1	2	2	0	1	3	4
k141_31732	0	0	0	0	1	0	0	0	37	1
k141_55988	9	4	3	7	6	20	0	2	13	13
k141_55991	0	0	0	1	0	1	0	0	12	1
k141_93908	444	1091	265	203	432	69	600	2730	1451	49
k141_55994	0	0	0	0	0	0	0	0	8	34
k141_18864	476	3	471	279	26	214	2	5	139	245
k141_7124	16	113	18	17	109	90	72	129	3	17
k141_7127	0	4	0	0	6	1	8	0	0	0
k141_18867	0	0	0	0	7	0	23	1	0	2
k141_56002	0	1	0	0	0	1	0	0	20	0
k141_7131	0	5	0	0	34	26	2	22	0	0
k141_56009	0	1	0	0	0	18	0	0	1	2
k141_18870	2	0	22	80	0	0	0	0	3	0
k141_93920	0	0	27	118	0	1	1	0	0	4
k141_70202	5	40	0	4	181	170	5	106	2	3
k141_18873	3	1	1	3	1	12	0	0	55	3
k141_56011	8	21	15	6	17	8	28	0	0	4
k141_7145	3	0	4	1	0	2	0	0	2	0
k141_56012	1	0	0	2	0	1	0	0	1	20
k141_7147	2	0	1	13	3	3	0	0	3	10
k141_7152	3	0	10	2	0	3	0	0	6	2
k141_93921	74	6	110	188	379	33	28	2	43	38
k141_7153	3	0	0	0	0	2	0	0	29	2
k141_70210	4	1	0	1	3	12	0	0	123	0
k141_93927	15	1	21	35	84	4	5	1	2	10
k141_56031	23	1	0	1	1	2	0	0	8	1
k141_70216	0	0	0	0	2	1	27	0	0	0
k141_70220	1	0	0	0	0	1	0	0	8	3
k141_56037	3	2	1	5	9	8	15	0	0	4
k141_93928	0	30	12	2	14	6	28	151	0	3
k141_7164	0	0	0	0	2	1	0	122	0	1
k141_18880	19	0	8	115	18	12	0	205	3	84
k141_70224	0	0	0	0	2	17	0	0	77	0
k141_18881	0	0	1	0	0	3	0	0	4	22
k141_93933	0	0	0	0	9	0	51	0	0	0
k141_70228	0	0	0	1	1	0	0	0	9	3
k141_18882	1	0	21	35	3	2	0	0	2	1
k141_93935	7	0	0	2	0	7	0	0	16	45
k141_44390	1245	1056	953	657	158	169	753	636	7	1747
k141_93940	4	0	0	0	0	0	0	0	9	10
k141_7175	1	0	4	2	1	2	0	0	21	140
k141_56045	0	51	22	2	24	3	76	263	2	1
k141_18886	81	0	40	39	1	13	0	0	1	19
k141_44392	0	0	0	0	37	0	74	0	3	1
k141_56049	1	0	0	1	0	0	0	0	13	2
k141_93949	10	0	4	18	3	5	0	2	1	11
k141_18889	44	0	0	5	0	4	0	0	3	12
k141_7180	365	123	463	291	107	51	81	118	8	250
k141_56055	0	0	0	0	0	13	0	0	0	2
k141_7181	2	0	0	2	7	0	0	0	7	1
k141_7182	7	0	0	1	2	6	0	0	9	2
k141_18893	0	0	0	0	16	0	39	0	0	0
k141_93962	0	0	0	0	0	0	0	0	3	23
k141_44398	0	0	2	4	2	10	0	182	1	6
k141_18895	0	0	0	79	0	0	7	0	1	0
k141_56065	2	0	1	2	1	1	0	0	7	24
k141_81143	8475	5	3865	680	26	52	1	5	26	2855
k141_81144	1	1	0	0	0	1	1	1	15	6
k141_56073	0	0	0	0	0	0	0	0	38	0
k141_93981	1	0	24	21	3	0	0	0	16	3
k141_56079	3	7	5	4	13	2	9	0	0	1
k141_31751	1598	6045	1095	824	4191	1700	6476	3	6	313
k141_93986	0	0	0	0	0	1	0	0	17	0
k141_93989	9	5	11	23	3	12	0	0	16	20
k141_81158	1	1	1	1	0	3	0	2	6	28
k141_93992	0	0	0	0	0	18	0	0	0	0
k141_81159	0	0	0	0	6	0	26	1	0	0
k141_31756	19	1	4	18	2	6	0	1	3	24
k141_70230	443	4	133	198	1	55	0	5	6	51
k141_93995	0	1	0	0	0	1	0	0	33	4
k141_81165	0	1	0	0	0	0	1	0	3	19
k141_31757	1	14	0	0	20	6	60	1	0	0
k141_56081	11	96	13	14	71	55	63	62	0	9
k141_70232	9	10	6	9	20	5	14	0	0	8
k141_7187	2	109	40	6	42	9	114	483	1	6
